time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:fileDeletionBacklog,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,Environment:nBinDeltaDelete,Environment:nBinDeltaGet,Environment:nBinDeltaInsert,Environment:nBinDeltaUpdate,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate
2019-05-20 13:08:29.634 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,137130888,3, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 13:09:29.638 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,141084376,3, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 13:10:29.643 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,147553568,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 13:11:29.645 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,153188656,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 13:12:29.649 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,162544904,3, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 13:13:29.659 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,164226504,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 13:14:29.665 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,243800560,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 13:15:29.676 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,251284872,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 13:16:29.682 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,252966472,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 13:17:29.692 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,261353784,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 13:18:29.698 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,263035384,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 13:19:29.707 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,266756544,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 13:20:29.720 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,271153952,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 13:21:29.723 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,273770256,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 13:22:29.729 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,281254568,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 13:23:29.738 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,281254568,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 13:24:29.744 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,288738880,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 13:25:29.755 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,290420480,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 13:26:29.759 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,296726240,3, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 13:27:29.765 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,301123648,3, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 13:28:29.770 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,305892152,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 13:29:29.781 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,308184736,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 13:30:29.792 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,311224240,3, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 13:31:29.797 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,315992744,3, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 13:32:29.803 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,321024408,3, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 13:33:29.807 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,325792912,3, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 13:34:29.811 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,326366680,3, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 13:35:29.815 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,333850992,3, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 13:36:29.821 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,337370272,3, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 13:37:29.826 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,344854584,3, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 13:38:29.830 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,346536184,3, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 13:39:29.835 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,348852040,3, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 13:40:29.840 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,354654752,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 13:41:29.846 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,356336352,3, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 13:42:29.852 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,363820664,3, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 13:43:29.858 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,365502264,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 13:44:29.864 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,371205448,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 13:45:29.870 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,374824256,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 13:46:29.874 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,377140112,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 13:47:29.876 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,384624424,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 13:48:29.883 UTC, ,125,3175989,1904,29464,672, ,6, ,12, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , , , , , , , , , ,3,3, , , , ,1, , , , , , , , , , , , , , , , , , ,386306024,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , 
2019-05-20 13:49:24.775 UTC, ,125,3175317,1904,29464, , ,6, ,14, , , , , , , , , ,6,6, , , ,2,4,6, , , , , , , , , , , , , , , , ,6568,3, ,4772, , , , , ,32,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558350088663, , , , ,3145728, , , , ,5,3,7,3, ,3, , ,3,6, , , , ,1, , , , , , , , ,341,3, , , , , , , , ,412477400,2, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,2, , ,11, , , , , , , , 
2019-05-20 13:52:44.840 UTC, ,125,3162229,1520,16376, , ,3, ,32,3,0.09, , , , , , , ,3,3, ,2, ,2,1,4, ,32,12, , , , , , , , , , , , , ,8781,4, ,7248, , , , , ,27,27, , , , , ,2,97, , , , , , , , , , , , , , , , , , , , , , , , ,1558360364472, , , , ,3145728, , , ,20,0, , , ,2, , , ,3, , , , ,20, ,2048,1, , , , ,117500,33, , , , , , ,2,98,14,106,457236968,2, , , , , , ,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-20 13:52:44.988 UTC, ,125,3165941,1520,20088, , ,4,1,11,1,0.09, , , , , , , ,4,4, , ,1,2,1,6, ,4,2, , , , , , , , , , , , , ,8781,4, ,7248, , , , , ,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1558360364472, , , , ,3145728, , , ,5,0, , , ,1, , , ,3, , , , ,5,1, , , , , , ,8333,6, , , , , , , , , , ,518011048,2, , , , , , ,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,8, , , , , , , , 
